,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
4124, on 08/12/09 06:38 AM (PDT),Brinker ,2010 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 6M),Best Car I have ever driven," Sitting in the drivers seat in the dealers lot was enough to convince me that this was a great car.  However, since the car was for my wife, I felt she should take it for a spin.  She did and we bought it.  My first chance to drive it was last weekend and I must say it is the best car I have ever driven. Between my wife and myself we have owned 25 to 30 vehicles over the years.  Sport Cars, SUV, Luxury, Compacts, New and Used Vehicles, to quote my wife ""I don't think I will ever be happy driving anything else"".  Turbo System is Awesome!!",5
4125, on 06/22/09 14:58 PM (PDT),Edward ,2010 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 6M),New 535i x-drive," Picked up new 535i last week, so far, more than my expectations.  Replaces my 2007 550i.  Power of 535i more than I expected, and twin turbo is fabulous.  Off line, maybe quicker.  Handles like, well, like a BMW, and I love the feel of the ride.  I-drive and interior controls are both much improved with pre-programmed controls and preset radio buttons much easier to use.  New gear shift took 3 or 4 times of driving to get used to but certainly easy.  Retractable side mirrors means the car is safe when my wife pulls into my garage.   ",5
4126, on 04/27/13 04:48 AM (PDT),nashvegasbmw ,2010 BMW 5 Series Wagon 535i xDrive 4dr Wagon AWD (3.0L 6cyl Turbo 6M),My Last BMW," I am very sad to say, this is the last BMW I will ever own unless they change direction.There has always been at least one BMW in my garage since I bought my first, a brand new 1974 2002tii.This wagon is one of those cars that is a dream to drive and a nightmare to own.The turbocharged engine and the automatic transmission wonderful to drive - a THRILL even.It is capable of eating up huge stretches of road and dropping drivers and and passengers at their destination refreshed and invigorated.The desire recently exhibited by BMW to cram as much computerized silliness into their cars as they can imagine is unnecessary and infuriating.",3.5
4127, on 05/20/10 00:06 AM (PDT),svenminneapple ,2010 BMW 5 Series Wagon 535i xDrive 4dr Wagon AWD (3.0L 6cyl Turbo 6M),No Substitute, Needed a wagon for its utility value.  Wanted the BMW for its performance and fun value.  This vehicle delivers in both departments.  I look forward to driving to work and sometimes take the long route home to spend a few more minutes behind the wheel.  This car simply kills the SUV on drivability.  Too bad most Americans look at wagons as their grandparent's cars.    ,4.875
4128, on 04/29/10 10:06 AM (PDT),Bob Whalen ,2010 BMW 5 Series Wagon 535i xDrive 4dr Wagon AWD (3.0L 6cyl Turbo 6M),Love It," This is simply the best car in the world. It handles like a sport coupe, super quite, and its safe. I can't see why BMW's putting it out of production. It's by far the best car in their lineup and there getting rid of it?",5
4129, on 03/15/10 15:04 PM (PDT),MichiganMike1 ,2010 BMW 5 Series Wagon 535i xDrive 4dr Wagon AWD (3.0L 6cyl Turbo 6M),535i Sportwagon," This 535i wagon replaced my beloved 2003 BMW 530i.  The wagon provides the additional rear seat leg room and cargo space I was seeking but handles much like a BMW sedan.  The additional weight of the wagon and xDrive is hardly noticeable with the turbocharged engine.  I also prefer the appearance of the rear of the wagon to the 5 series sedan. The interior is finished to a higher standard, the seats are more comfortable and the panoramic sunroof provides a sensation of openness relative to my old 530i.  The i-Drive linked to the navigation screen is much more user friendly than in previous versions.  The standard audio system with Sirius sounds very good.",4.75
4130, on 09/29/09 23:15 PM (PDT),gregoryx ,2010 BMW 5 Series Wagon 535i xDrive 4dr Wagon AWD (3.0L 6cyl Turbo 6M),BMW xi 2010," this is my 2nd 535xi.  bought my first after considering + test driving infiniti,lexus,volvo,buick. i found the bmw to be a more pleasurable drive than all of them.  it's nice to know that you are in a vehicle that seems engineered for the driver.  it's the best vehicle i've owned.  i highly recommend this vehicle.  i also have lived in 3 states in the past 4 years and i have to say that the service experience has been excellent in every dealership so far.  the service departments seem to understand the value of customer service as part of the consumer's brand loyalty. cup holders don't bother me - i don't eat in my car nor do i let my kids (smile) so no big deal",4.875
4131, on 09/29/09 21:58 PM (PDT),gregoryx ,2010 BMW 5 Series Wagon 535i xDrive 4dr Wagon AWD (3.0L 6cyl Turbo 6M),BMW xi 2010," In 2008 i test drove the GS300, MB Eclass, Buick Lacross, Infiniti, and the Volvo S80 and saved the BMW for last.  i loved the vehicle and purchased my first BMW . . . i didn't appreciate the logistical difficulty of operating a vehicle with both a push button start AND a key.  i loved the vehicle, the build quality, and the performance.   A few weeks ago, i decided to give myself a gift and i bought the 2010 model with the comfort access, sat radio, and active cruise control.  i took delivery a few days ago and this vehicle is even better than the 2008 model.  the I drive interface is vastly improved and much more intuitive than my 08 model . . . and the voice recognition works much better ",4.875
4132, on 07/05/18 13:42 PM (PDT),Doingitright ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Buyer beware, Be ready to spend lots on repairs..,2
4133, on 05/28/18 11:45 AM (PDT),Greg ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),550 Powerhouse, Powerful car that will not disappoint in comfort,4
4134, on 02/22/18 20:16 PM (PST),Fred ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),Great looking HORRIBLE reliability! N63 engine," This car is absolutely fantastic in execution. The majestic styling, terrific handling, and fantastic materials. Otherwise it's a reliability nightmare. Everything that can go wrong with this car can and has. The V8 engine has tremendous power but has nightmarish reliability woes ie; timing chain issues, valve stem seals, pcv issues, burning a quart of oil every 500 miles...etc. Steer clear of this cat, I wish I had. Oh yeah, HORRIBLE fuel economy.",3
4135, on 01/04/18 11:59 AM (PST),Bill H ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),My 2011 BMW 528i, Good upscale transportation. Very comfortable and dependable ride. Have had some trouble having recalls performed as do not have a relationship with a dealer. None in close proximity to me and this is a seasonal car.,4
4136, on 12/01/17 06:20 AM (PST),Rick ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),BMW's are not Maytags!," I've had three 5 series in a row over the past 10 years.  I love the cars, but would recommend a BMW extended warranty.  Repairs can run in the thousands of dollars and these cars do require repairs, particularly when they get to be 5 or 6 years old.  Otherwise, I find them to be nearly the perfect car for me. I am 5'11"" and 185 lbs and fit nicely in the car.   If you are 6'2"" and 250 lbs, This isn't your car.",4
4137, on 09/09/17 11:10 AM (PDT),JKC ,2011 BMW 5 Series Sedan 535i 4dr Sedan (3.0L 6cyl Turbo 6M),Owned for 6 years," Have had the 535 Sport package for 6 years/70,000 miles so far.  Still like new with not a squeak or a rattle - a traditional solid built tank.  All materials still like new and no problems.  Previously replaced cars every 3 or 4 years, but now I find little logic in doing so since it is still like a new car, and maintenance has basically been just oil changes and brakes have been lasting a long time.  Can't believe the blue book value for the car is incredibly low now.  I have a deposit for a Tesla Model 3, but I can probably hold onto this car for another 10 years and be better off, so may not get the Tesla.  I'm still not bored of it, and still all original, except for replacing the run-flat tires with regular Continental tires that have provided a surreal quality experience.",5
4138, on 07/15/17 20:00 PM (PDT),Telp Snowbeard ,2011 BMW 5 Series Sedan 550i 4dr Sedan (4.4L 8cyl Turbo 6M),n63 Engine is nothing but trouble.," This is a bad engine. Google it. Constant engine light issues of ""Crankcase Failure"". These messages are related to bad engine parts like fuel injectors and sensors. I had to replace head cover gaskets, turbo pan gaskets and other gaskets. Car is a repair nightmare.  Only 41K miles and way too many problems. Unreliable.",2
4139, on 07/07/17 06:45 AM (PDT),P. Peterson ,2011 BMW 5 Series Sedan 550i 4dr Sedan (4.4L 8cyl Turbo 6M),BMW Board of Executives!," BMW would have the perfect car if they got smart enough to outsource all of their electronics to the Japanese!!!! Every problem besides the run flats seems to be something electrical...Hands down, engine, transmission and suspension, the best car ever made....until you get all of the latest recalls! BMW, please stick to what you know! Stop trying to keep up with everyone else and go back to the basics, you guys made exceptional cars with exceptional motors, that didn't need any turbos, but still the meanest and best handling  sedans on the road....I'm sure y'all know that! So please get the old band back together and make the kind of music that used to make everyone dance!!!! I'm sure you guys see all of the complaints and recalls....So send those Mercedes engineering cats back to Mercedes and get back to basics!!!! Your cars are way too appealing to have those many issues!!! And I loved my E39 2003 540i Msport....With no turbo! Still kick ass!!!  I know all of the luxury features going into these cars has to be killing you guys...Go back to making the ultimate driving machine!!!  Key word DRIVING!!!!!  Somewhere between 2004 and 2010 the design team didn't bring it...now they are!!! But now your reliability is at stake!!! You guys must be shaking your heads!  Yeah the cars look better but you cant have reliability issues!  Get back to what you've always known.....great look, best engines, suspensions and transmissions= THE ULTIMATE DRIVING MACHINE!!!!!",4
4140, on 06/26/17 21:16 PM (PDT),Debra Logan ,2011 BMW 5 Series Sedan 535i 4dr Sedan (3.0L 6cyl Turbo 6M),"2011 BMW 535i engine goes at 84,000 miles"," I purchased my 2011 BMW 535i new from the dealer with only 495 miles.  Service has always been timely and performed only by BMW dealer.  Recently the car started making a rattling noise intermittently when accelerating and decelerating so I took the car into the dealer.  I was informed that the engine had metal in it and needed to be replaced at a cost of $31,000.  BMW is refusing to replace the engine and is only willing to cover 20% of the cost.  Metal in the engine is not something that I could have caused.  The engine is either defected, or the service that I thought was being performed on my car for the last 6 years has not been performed by the dealer, or if done perhaps  incorrectly.  I'll never buy another BMW after this experience.  BMW obviously does not stand behind its produce.  So much for the ""ultimate driving machine"".",1
4141, on 06/16/17 10:32 AM (PDT),Concepcion ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Dont buy something unless you can afford it twice," This car is an over priced lemon to say the least. Looks great, speed is there. But, reliability is the last thing i would say this car is good for. Had it for only 6 months ands put over 1k in repairs already. Everything on this car breaks and will cost an arm and leg to repair. I had a infiniti m35x before this car and i wish that car wouldve never gotten totaled because i was much much happier with her than i will ever be with this car. I wish i was able to trade her in but unfortunately bmws depreciation is far to great and am 7k upside down on this lemon of a car.",4
4142, on 03/06/17 16:50 PM (PST),Ex BMW lover ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),Beautiful car but breaks down a lot - costing $$$$," I really did my level best to maintain my loyalty with BMW- after 3 brand NEW BMWs and 10 years of battling with repairs and literally dropping 1200 to 2k in repair costs each and every time, I have finally decided to depart from BMW for good.  They are only good when under warranty, albeit you still have to go to the shop something- complete waste of time.  Secretly, I have been discretely jealous of Lexus owners because the service and quality there get- but I always remained adamant and advocated for BMWs.  I decided to keep my last BMW past the warranty, with 6 months post warranty, I came across 4 visits to the shop and over $7k in repairs.  TRUST ME, I bought them brand new and always cared for them with the dealership, always put 93 premium feul.  I have bent over backwards and now I'm tired and must draw the line after remaining in denial for a long time.  Its just a beautiful car but all garbage from the inside- not sure why would BMW would do this.  it is very sad.",1
4143, on 10/21/16 15:08 PM (PDT),Drew Garguilo ,2011 BMW 5 Series Sedan 535i 4dr Sedan (3.0L 6cyl Turbo 6M),My first BMW Experience, ,5
4144, on 10/14/16 11:37 AM (PDT),James Albritton ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),Jet528, ,5
4145, on 08/16/16 08:31 AM (PDT),AJ ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),Buyer beware!!," If you're considering buying this car, please look into the N64 customer care program for this car. There are about 20 engine components that were essentially recalled. Depending on when, or if, your 550i went through this program will determine the number of components you may have had replaced. Initially, BMW changed out these components, one at a time and each time you had a check engine light come on the would replace the next most commonly malfunctioning part. Eventually, they started flat out replacing all the components since they would eventually fail (I believe due to the heat and pressure they are placed under with the twin turbo.  This added up to owners paying for their vehicle while they spent months in the shop. While BMW did cover the costs of the replacement and extend the warranty, having engine issue undoubtedly will lead to transmission issues. This was the case of the most recent 550i owner I met at an German auto shop while getting another vehicle pre purchase inspected. He said he spend over 10k on transmission work and eventual replacement while he owned the vehicle for only 6 months, 2 of those months was spent in the shop. These repair costs were not covered by BMW.   Some sleazy owners, will not mention this program/issue at all to you when selling the car (which was what happened in my case). Luckily the deal fell through in the 11th hour at the bank when the vehicle failed state inspection (due to worn out tires and brakes in this case). Owner claimed that both tires and brakes were replaced within the last 6 months. Some owners and used car salesmen are doing whatever they can to u load these problematic vehicles. Buyer beware!!!",1
4146, on 07/04/16 06:49 AM (PDT),Disappointed ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),BUYER BEWARE!!!," Purchased my 550xi 8 months ago. Thinking I bought a newer reliable car. I Love Bimmers and don't wanna drive anything else but this car is a PIECE OF CRAP!!! 2 months after buying it the turbos went and the car engine started smoking. Car had extended warranty and dealer took care of the problem and also replaced the water pump and timing chain. They had it for a month. Read up on the internet from different owners that this is a Major problem. Now 5 months later the new set of problems is happening. Sitting in the middle of traffic the car starts sputtering and shaking then finally shuts off. All kinds of Drivetrain Malfunction, fuel sensor warnings start going off on the dash.  Called the dealer and they took care of the problem. Said it needed to be reprogrammed. A week and 1/2 later ""Same Problem"". Dealer said bring it back (reprogram issue) all takin care of for free. Picked it up and 30 minutes later the SAME PROBLEM! Now dealer has my car for 5 days. Doing more reading up on this and this is another Major problem with this car. The engines in these cars and every other car it was used in were faulty. Finding that once car is outta warranty this could cost up to $6000 a pop for these problems. Plus occasionally the oil indicator comes on saying it was low. Another problem with this car. Now i see why this car was ""discontinued"". Dealer service reps have been Great but I have a lemon and you will to if you buy this car. Please Beware of this cars engine 2010-2012 &13.  For someone who has only owned Bimmers this is sad that they put this product on the market in their name.",2
4147, on 06/03/16 18:08 PM (PDT),guroz@live.com ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),NEVER A BMW," We bought a 2011 bmw 528i while it was under warranty. We started to have issues right after that. Pulling right, Electronics freezing, can not unlock the doors with key fob, can not get out from car because door handles do not work time to time and our 2 year old son got locked inside(car locked by it self) and we had to break the window which took almost 30 minutes. BMW said they could not find any problem and went even further some of the issues are features of the car. Our kids getting locked in the car is a serious issue, Can not getting from the car is another serious issue. What if car catches a fire in an accident and we get stuck in the car. We are filing a law suit and also there is one already pending for the same issue. There is lots of compaints for the same issues but they do not want to admit. DO NOT BUY BMW especially if you have kids.",1
4148, on 02/18/16 20:07 PM (PST),Chris ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Get back to basics," I previously owned a '95 M3 that was rarely in for repair.  This 2011 535 has seen the dealership far too many times.   In a span of just over 2 years the following has occurred: keyless entry failed (multiple times), water pump failed,  AC failed,  valve cover gasket replaced,  another oil gasket leaked (last 2 were total $2,300), 2 wheels bent, 1 wheel cracked (run flats not for typical roads), sway bar replaced to name a few I recall.  Other than that, I do love this car.  X-Drive is probably better than most SUV'S out there.  Love the aggressive looks of the M-sport package.  Car is bank vault solid.  I feel very safe hauling my family in it.  I-drive is decent but not as intuitive as Acura.  Gas mileage is outstanding for such a large car (29 hwy).   Long trips I've done 34 mpg.   Power is impressive.  Hesitation from stop is there as others have written.  Very odd.  Feels like transmission is slipping.  Dealer claims it's normal.  Seems almost any brand has issues.  If you get lucky with yours,  you will love it.  BMW simply needs to simplify their electronics.  Stop the over engineering and focus on building a solid car again.  My problem is I visit the Philly auto show every year.  Not another car out there that meets my need for performance,  style,  price,  awd, safety and comfort.   Sounds like a market opportunity...",4
4149, on 01/28/16 10:33 AM (PST),Shannon G. ,2011 BMW 5 Series Sedan 535i 4dr Sedan (3.0L 6cyl Turbo 6M),GREAT PURCHASE!!!," It's flawless, you wouldn't be able to tell if the car was used, due to its perfect flawless condition both interior and exterior. No scratches. All conponents work. The only difference between this vehicle and a new one is looking at the odometer.",5
4150, on 10/28/15 16:07 PM (PDT),Jason C. ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Complete Disappointment - RFT Tires are nightmare," I purchased this Car in May, it is now October and I'm returning the car to the dealer and taking the loss on the taxes and extended warranty I paid for to trade it in for a different car. Almost $10,000 down the drain plus whatever amount that car has devalued from use. First of all, let me just confirm the complaints about the tires I see from other reviewers. They are a total nightmare! I have the receipts for 14 tires that I have replaced in the last 5 months. I bought 4 brand new tires at almost $500 bucks each after my first two flats. 1 had a bubble and subsequently popped within 24 hours of having it installed. I had it replaced with a new tire using the road hazard warranty and within a week, the two front tires blew out again. At that point I was driving scared and being extremely careful not to hit any bumps. Ive owned 2 door coupes with 19"" wheels and thin tires and never had this problem. I even tried getting tires with a bigger sidewall to see if the extra cushioning would help and it only made things worse. The Car started to have an issue with the transfer case. According to the dealership the car has to use the specific tire measurements that come with the car or the transfer case gets confused when doling out power to the wheels. So basically I had no choice but to keep replacing the crappy run flat tires that costs $500. Ludicrous, I am trading in the car because the money I will lose from purchasing the extended warranty , does not add up to the cost of constantly replacing these tires. Other issues I had in my short time with the car are:The windshield fluid stopped working and pump had to be replaced. iDrive controller completely stopped working so the entire infotainment system was uncontrollable. Driver seat kept causing a warning that it could not be calibrated. Radio kept having a strange feedback noise at high volumes.All of these problems are minor issues that could easily be fixed by the very attentive and pleasant BMW staff at the service center. They were great and very pleasurable to work with. However it takes a month just to get an appointment at any BMW dealer in the New York area and some dealerships don't offer loaners unless you purchased the car from them.  When I went to the Service Center I was shocked, They had over a 500 Cars on the lot for repairs. Ive never seen anything like it. I previously had an infiniti and never had to wait for a service appointment or worry about getting a loaner. Not to mention the Inifiniti facilities are infinitely (no pun intended) better than anything I've seen from BMW. To say that I'm disappointed is an understatement. Im trading the Car in and trying out an Audi A7 or a Benz CLS.  Hoping that other German Car brands don't turn out to be all hype.",2
4151, on 04/06/15 19:48 PM (PDT),Mo ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),2011 535xi = Worst Car Owning Experience," I've always leased cars and thought I should finance for a change. I couldn't see anything wrong with that decision; figured BMW quality is top notch (German soccer), performance (autobahn), and good looking (even old German cars look sexy). In order to be safe I even ditched out 5k for extended warranty which didn't cover anything. Couple months after my purchase my tires need to be replaced. Couple weeks after that I'm merging onto the freeway and my piston blows up and takes out two cylinders with it. Twenty grand after that my thermostat breaks and I have no heat in the middle of winter (thank god for electric heated seats). Couple snowstorms after that my battery needs to be replaced",3
4152, on 03/17/15 13:53 PM (PDT),yossarian7 ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Good riddance," Electric throttle + turbos = you never know what you were going to get, or when you are going to get it.  Merging onto a highway was a stressful event.  Seats were uncomfortable.  Not enough leg room (I'm 6'1""). Run-flat tires were junk - developed bubbles and made for harsh ride.  Alloy wheels were so soft, and/or car was so heavy, that it was not possible to keep the wheels ""round"" or in balance.  HVAC temperature control never worked right (it always blows hot air).  Car handled like crap - the opposite of the ultimate driving machine.  The car rolled so much during a turn - usually suddenly - that it was downright scary.  Car was way too heavy. I was glad to trade it in.        ",2.875
4153, on 02/07/15 17:56 PM (PST),bmwowner30 ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),RIP 550xi," Nice car, albeit a bit overpriced, however there is something seriously wrong with this engine.  After about 40,000 miles (still under warranty), POOF the engine blew up and caught fire.  The problem started with a chassis stabilization malfunction error and the car went into limp mode where you cannot exceed 11mph.  After a mile of driving, car engine started to smoke up.  After shutting off engine, car engine eventually ignited.  Prior yo the fire, I would receive random errors in the battery and noticed burning oil smell.  Anyway, although I am a bmw lover, I'm not sure I see a new bmw in my future unless bmw 'makes it right' and incentivises me to buy another one.  ",3.75
4154, on 09/21/14 22:44 PM (PDT),jackz1 ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),Poor Tires equipped for the 5 series, I'm a BMW fan and had several BMW cars bought or leased from BMW dealers before this 550I leased in Sept 2011 from Nick Alexander Imports in LA. No problem with BMW cars before this 550I which we had replaced 3 run flat tires within 7 months of lease with the same problem-internal cuts on tires. This is really unusual as I never had this tire issue with other BMW cars before. I filed a complaint with the dealer from which I leased the car but was told driver was responsible for tires.,3.25
4155, on 09/21/14 17:30 PM (PDT),rdpalmercu ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),I've driven the compettors and I'm happy I bought the BMW," I like the car. My parents have been mercedes fans since I was 16. Two s classes at one point for awhile. But I drive my father cls 550 and it is no more fun to drive and have a young family (2 & 4) than either the s- class which has the in headrest dvd players... okay, those are worth it they're nice. I have never been in position to afford such a car but I tested them all, the a6 came closest. It cost me roughly 35 with a 100k warranty, 24k miles on it when I bought it, premium package 2. Better acoustacics than the mercedes s class. Considering a new accord v-6 or maxima cost more I think it was a wise choice for an inevitabley poor investment.",4.625
4156, on 08/04/14 09:26 AM (PDT),bummer5 ,2011 BMW 5 Series Sedan 550i xDrive 4dr Sedan AWD (4.4L 8cyl Turbo 8A),Not a BMW anymore," I have an '02 530i, love it.Purchased a 550ix because I love BMW....used to love BMW.This car drives like a Buick.Even sport mode floats on the road.The seats are awful and the engine sounds like a 4 cylinder Honda.I can't believe BMW would even put this out!I finally gave the car to my wife and went back to my '02 530i.Now that BMW is no longer ""BMW"", what do I buy?!So disappointed!Shame on you BMW!",3
4157, on 03/17/14 12:52 PM (PDT),burnrub ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Handles like a Hippo on Stilts," I upgraded from a 335 to the 535 cuz I wanted a bigger car. The transmission failed in the 1st month and they had to do a complete rebuild, which cost @ $3,000. The car is pretty fast, but unfortunately, it exhibits way to much body roll and modest curves have to be eased into.The interior quality is top-notch, if a bit bland.Also, BMW will nickle and dime you for pretty basic features on a luxury car. There are better cars out there. Choose Wisely.",3.25
4158, on 01/11/14 15:25 PM (PST),ahsim ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),RunOnFlat. Stay Away.," It's a first and a last time I own the car (535xi 2011)with RFT tires.I changed 4 tires already and 2 more on a way. Each one is $500.00. The problem is always same: the buble on a side of the tire. Beside the danger to drive it (to yourself and others on a road), car will not pass the inspection. There is no spare tire. If the tire goes bad at night or on Sunday, that it.If you live in an area with roads with a lot of potholes (NY) , forget about this car. States should regulate sale of cars with RFT tires. Every car has problems, but this is ripoff ",3.625
4159, on 09/09/13 09:58 AM (PDT),ragril ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),Overvalued lemon," I've owned this car for almost two years.My first and last BMW. How much I regret this purchase. The ride is rough, noisy and irregular.This car has a problem.There is something wrong with the ride.It shudders and vibrates badly. Yet, the dealer has been useless.They find all sort of excuses in order to dismiss my concerns.It is supposed to be normal!!!When my beloved Honda Pilot 2006 rides smoother and straighter than my $60,000 2011 BMW, you can tell this junk is worth nothing.So much for the ultimate driving... scam!",2.5
4160, on 09/02/13 07:43 AM (PDT),father4girls ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Battery," I bought my 2011 BMW 535IX back in Oct 2010 and have loved it since day one. The car is great and the dealership is great, I am just concerned that they replaced my battery for the 2nd time in just under 3 years. I am on my 3rd battery and my concern is what happens when the free service contract expires next year? Is it just my car or does BMW have an electrical issue here?",4.875
4161, on 06/22/13 20:22 PM (PDT),nomore528s ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),Disappointment city ," I have had two 528 sedans in my life.The first was a 2000, and the second was a 2011.I picked both of them up at the facility in SC and drove both them to CALotsa' fun was had both times.The 2000 over thetime I owned it was great... not a lick of trouble.The 2011 was more disappointing than my first wife.  The first issue was those useless tires, one of which failed 3000 miles from home causing me to have to spend three nights in a hotel while a dealer ordered a replacement. Unacceptable!The next issue was the computer telling the power steering to stop working.Anothercomputer glitch finished me.I traded for a 2011 Crown Vic.I'm much happier.Hitler was Bavarian too.",1
4162, on 01/21/13 05:42 AM (PST),nashvegasbmw ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),The End of a Beautiful Relationship," I have owned at least one BMW since 1974, when I bought my first - a 2002tii sedan.A 528, 530, a 330i, and a 325xi later.I considered myself a devotee.This 535xi wagon is the single-most unreliable car of any make that I have ever owned (and I've owned Jaguars and MG's).The drive-by-wire-electronically-controlled everything just doesn't work.Furthermore, the word is out on this defective car line and the resale value has PLUMMETED.And, unlike the old days, BMW Customer Service could care less.I will never buy another.I feel like a scorned lover.",2.625
4163, on 01/04/13 22:12 PM (PST),jkmj9999 ,2011 BMW 5 Series Sedan 528i 4dr Sedan (3.0L 6cyl 8A),2011 528 lag machine, it sucks !!don't buy it .. maybe for your grand parents ..step on the gas.. either lags or burst into speed (sport mode) from time to time.,2.75
4164, on 11/01/12 21:29 PM (PDT),chasman9 ,2011 BMW 5 Series Sedan 535i 4dr Sedan (3.0L 6cyl Turbo 6M),Lots of Smiles - Update," Just turned 40,000 miles.After reading other reviews, I'm surprised.Not a fan of Run Flats, but the rears went 30,000 miles and I just changed the fronts, yep - 40,000 miles.Also, I have not had the car in for anything other than an Oil Change.The car has had zero defects.Still looks and handles like new and is a blast to drive (6spd Manual).If a single thing bugs me it is the phone book.Lets say you pull up a name and dial the house and there is no answer.If you want to dial the same person, only the cell, you have to start from scratch imputting the name etc.. Wish the back button worked just to take you to the other numbers for this same person.",4.875
4165, on 04/30/12 22:49 PM (PDT),geomed ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),Please read this if you are even considering buying a 535," This is our 7th BMW over a 28 year time span.It is our LAST BMW.The car shifts very poorly from a rolling stop and just poorly from a dead stop. When I contacted BMW of NA they were very defensive and did NOTHING.This car was over $ 60,000.00 and should shift without hesitation. Let the Buyer Beware this is a car I would not buy again and it is the last car I will buy from BMW. ",1.875
4166, on 04/20/12 19:33 PM (PDT),fpk1952 ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),why a 535 M," I have owned many 5 series, this new model is way ahead of anything I tested, Audi A6, Mercedes Benz, Lexus, it handles and drives better than all sedans I tested, I was seriously considering an Audi but after driving the Audi, Lexus, Mercedes there was no doubt that the new 535 M is a far better car in all respects and more fun to drive than the others. you can set the car on Eco mode on the hwy and get 34 mpg at 80 miles an hour, quite good for this size car, the the comfort seats are by far the most comfortable and it has a superb sound system. This car has excellent features and the Idrive is much improved and easier to use as is the Navigation system.",5
4167, on 02/20/12 21:04 PM (PST),teerific ,2011 BMW 5 Series Sedan 535i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),"BMW Run-Flat Tires, Less Than Optimal"," Run-flat tires installed on BMW's 2011 5-series vehicles are less than optimal - creating a high level of concern for consumer safety.I purchased my brand new BMW on September 1, 2011.On October 3, 2011, I returned to the dealership for installation of wheel locks. The service tech identified a bubble in the wall of the front passenger tire.I replaced the damaged tire at the cost of $550+ dollars (including labor).During a more recent, unrelated service appointment, (February, 2012), bubbles were identified in both front tires.This would account for the second replacement of the front passenger tire within 4 months and my vehicle has less than 6,000 miles.",4.25
4168, on 12/30/11 11:32 AM (PST),jason60051 ,2011 BMW 5 Series Sedan 535i 4dr Sedan (3.0L 6cyl Turbo 6M),My first BMW, This is my first BMW and I am very impressed with the vehicle overall. I researched vehicles in the luxury midsize class and always came back to the BMW 5 series. Found a dealer with a brand new leftover 2011 and was able to negotiate almost $14k off sticker. Reading some of the reviews about the automatic transmission made me decide to go with the manual and I haven't looked back. The slick short throws make the driving experience top notch.,4.875
